,FileName,qstart,qend,length
0,A02_03.pdb,1,178,178
1,A69_01.pdb,1,178,178
2,A01_01.pdb,1,178,178
3,A03_01.pdb,1,178,178
4,A66_01.pdb,1,178,178
5,A02_17.pdb,1,178,178
6,A24_02.pdb,1,178,178
7,A30_01.pdb,1,178,178
8,A29_02.pdb,1,178,178
9,A33_01.pdb,1,178,178
10,A30_03.pdb,1,178,178
11,A02_01.pdb,1,178,178
12,A32_01.pdb,1,178,178
13,A68_01.pdb,1,178,178
14,A02_02.pdb,1,178,178
15,A02_06.pdb,1,178,178
16,A02_04.pdb,1,178,178
17,A30_04.pdb,1,178,178
18,A26_02.pdb,1,178,178
19,A68_02.pdb,1,178,178
20,A33_03.pdb,1,178,178
21,A30_02.pdb,1,178,178
22,A02_05.pdb,1,178,178
23,A02_14.pdb,1,178,178
24,A26_03.pdb,1,178,178
25,A31_01.pdb,1,178,178
26,A26_01.pdb,1,178,178
27,A02_07.pdb,1,178,178
28,A23_01.pdb,1,178,178
29,A74_01.pdb,1,178,178
30,A11_01.pdb,1,178,178
