,A01_01,A02_01,A02_02,A02_03,A02_04,A02_05,A02_06,A02_07,A02_14,A02_17,A03_01,A11_01,A23_01,A24_02,A26_01,A26_02,A26_03,A29_02,A30_01,A30_02,A30_03,A30_04,A31_01,A32_01,A33_01,A33_03,A66_01,A68_01,A68_02,A69_01,A74_01
A01_01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_01,21.363128610340482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_02,33.223681502077945,16.226427691985126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_03,27.996722801854286,12.105026685494085,10.952869780906253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_04,16.95014882640395,8.917431777389213,22.760769708804762,18.211268310189265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_05,34.31918065879096,17.427819077383077,6.77961301615963,11.500380601023721,24.07367764987826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_06,21.869721390510467,7.375144247638614,14.989085216834559,10.842839041384911,11.418970487663582,16.61058561262335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_07,15.135374791378542,12.84953470791137,24.992008983805352,18.607576576507554,10.097733441893414,25.86050701768086,13.128230500728085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_14,30.077111299295467,13.095713126628905,8.147310522136555,9.8495492460574,19.271988487444947,7.829328465061362,11.81215713357538,21.382294077515628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_17,17.936909895950976,8.902913416491176,20.92209034170404,16.51082362128225,6.841058798804965,22.5288292614725,10.221191685340852,10.234540031827866,17.65430149661127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A03_01,12.828405097390501,25.51372362220076,37.795343576356245,31.657101621798123,21.004301925161684,38.971251552197415,25.572828128891917,17.210451646618974,34.7151290925396,22.17693428190403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11_01,12.733593076486146,15.393636211040723,27.518709268605864,21.780477696493925,12.007139982319686,29.036015921744795,16.476898174791593,10.919615330672272,24.78043752685489,12.58421713791245,14.83246322301174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A23_01,17.621127454617213,30.171653119396918,41.05065339360103,36.7858571307014,25.395096642639103,42.959815550145336,30.723920097776986,25.03543902957804,38.7350767615152,26.192548903986204,17.31416985957268,20.35126594832607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A24_02,18.928745095964572,32.93224634815162,44.20745699596934,39.753445867289585,27.561981359022408,46.16352444318397,33.414784024760856,26.66175262695102,41.75186214732888,28.357073365194218,17.64428607825445,22.382389049410754,7.741294783389233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A26_01,19.96867896424264,11.526340605141066,18.835532726120032,13.567704758091441,13.87049981599153,19.825018477869097,12.265017042309294,14.147668586231916,17.05520986284774,13.531182540451187,23.85674529281504,13.18594367905436,29.331188881600287,32.47981977061009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A26_02,22.27151922008957,11.748304801750978,18.184415654200333,13.624970988775349,15.053463013358552,18.943428411396315,12.669883486206057,15.490869588733755,16.649952372882986,14.506524314730475,25.134036992550985,14.486143091778269,30.620307569561298,33.85893311408045,6.276764861246336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A26_03,27.199385541963025,14.82574055120546,13.561705618493288,10.770560422006707,19.780235721022017,14.093014892075631,14.779138118314187,20.481311230490473,13.721680382987898,17.81193380951329,31.785490698934165,20.642999272675294,36.10855405899053,39.36739194278563,10.660545756376415,10.753667182357367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A29_02,13.381468582998886,27.79334047692858,39.6592195152828,33.473900089587424,23.073186597306268,40.93329924450097,27.801702591221723,19.515835873603756,36.92664138130038,24.074389369088575,8.640615305239807,17.084143986048492,18.190061446962094,18.703349141002402,24.999789602653472,26.921302440826548,32.947986966542146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A30_01,13.4912016052258,22.227071011681286,34.21461799609492,28.45309276401578,18.374890042482026,35.085764665030354,22.695832856371606,15.139311812252851,31.291545079952634,19.13702520238795,11.200620602093387,13.220821870233086,20.478508438196407,22.15899756013233,19.800874191119863,20.71583258442764,27.697041157260173,11.385115076893834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A30_02,13.3282500621165,22.293809803569214,33.678348422778335,28.41490548039489,18.21296246061911,34.600991146448244,22.556227864389744,14.999157119392187,30.826305700751348,18.187481244805095,13.75103096151689,13.754001310023257,20.142555243877595,21.651804283027733,20.315978670681655,21.092552085566997,27.21074603004076,13.742589700835534,7.950587075208755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A30_03,18.798366121535185,34.860818240492094,48.11587459211054,42.136512249077846,29.179266311805073,49.19501822760941,35.452216014966304,25.78081075565087,44.78134916633805,30.388084648028244,14.135244215658508,23.966137704876708,20.66346215893085,19.135327388115485,33.84211978916808,35.165738246552614,41.77317769234398,13.68566177355863,17.064555530561734,17.87467324528864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A30_04,16.730377666228566,29.22295166608108,42.206123191221664,35.70995772074311,24.26306565954602,43.08419628463864,29.705749732402612,20.481641593312347,39.00785939188774,25.41713524887095,10.00785574691505,18.81830075556242,21.718792394855686,21.572247537041502,27.461712536991953,28.508986341108585,35.38057942331015,10.262449168285267,11.09555440603949,13.731609129452469,10.637997961155907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
