,A01_01,A26_01,A26_02,A26_03,A29_02,A30_01,A30_02,A30_03,A30_04,A32_01,A02_01,A02_02,A02_03,A02_04,A02_05,A02_06,A02_07,A02_14,A02_17,A68_02,A69_01,A03_01,A11_01,A31_01,A33_01,A33_03,A66_01,A68_01,A74_01,A23_01,A24_02
A01_01,0.0,12.888436856542155,13.996132274536777,15.884938773101428,17.227473920041206,16.32109003211242,18.549036760339963,16.738182999365595,16.926368493294497,14.471770992708795,17.40105294570263,17.54632520326679,20.381935974435166,17.020515025576678,17.71239493372295,19.888785046015105,20.044930359296142,17.43177913060754,17.214392121793313,15.16253752798523,18.098931563504856,13.925170538898143,12.988777871099098,16.74437052885877,17.56146068954439,18.40226100056856,14.215957897453599,16.943316219931422,14.588815299516368,19.021486515235278,19.8194136579373
A26_01,12.888436856542155,0.0,6.991466990266505,10.896955882196256,18.17173297037578,17.05123249052055,19.0169984711281,17.21285409233082,17.19070696994416,16.67459796716772,17.634052017926752,17.63682743741152,19.763018679015726,17.98543140722275,17.338482125349543,19.15217995518699,19.655549051730212,17.178642697783676,18.30845910553775,11.207614445271613,15.200959083327382,14.615079337719935,15.091593908378044,17.706693669528867,16.68771150888053,16.18370804557837,7.6110973219731175,14.584701743395463,14.705874481690621,20.142075197280626,20.675148632723243
A26_02,13.996132274536777,6.991466990266505,0.0,11.773486988476249,18.3417187908455,16.91002488002371,19.076868931231775,17.225004754335046,17.141765715406482,17.08436870692018,17.123220592963854,17.379216096389353,19.683379559626967,17.5356976087166,16.60899793419656,18.923661911748596,19.959107354555968,16.809581070431936,18.115792521536786,10.852785806923949,14.429274751870464,14.995010387798363,15.124997836614233,17.275626281547837,16.764590238414144,15.794939129865032,6.7267507369434965,15.078326202544519,14.440581546959615,19.42492139096559,20.48160328585086
A26_03,15.884938773101428,10.896955882196256,11.773486988476249,0.0,19.20860359174835,18.80906623653848,20.217734485517017,18.887233277572097,18.794797378963708,18.62247715072283,16.160685497976647,16.526005452539188,17.94509757061245,16.716934458715496,14.988833217747183,18.01195464594993,18.020988809890966,15.20925552179688,16.767266529391893,13.337163916077385,17.86962454408629,16.473627940807138,16.03372683950809,18.97032395848019,18.33624829895105,17.256742293102185,11.807579122206661,16.178975193935493,16.04739965638724,20.923645105209335,21.247446886751778
A29_02,17.227473920041206,18.17173297037578,18.3417187908455,19.20860359174835,0.0,14.746446716759843,18.679624683368548,15.546398485840212,15.482515460115083,19.546582233926493,20.240018270696034,21.01053844422327,19.703784128384125,19.848305773440384,20.921358529671107,19.574928540082357,20.74382793370158,20.873773826689025,20.211295535827208,18.69103911765098,16.619734300095587,15.090753645702897,17.79732240451874,14.342322985440845,14.325744560375847,15.159043816966106,17.80061962429109,16.767567550752634,14.370876619228172,21.156841074015283,20.117660263609757
A30_01,16.32109003211242,17.05123249052055,16.91002488002371,18.80906623653848,14.746446716759843,0.0,13.179621457885709,7.784642412413386,8.147300144858644,18.35242588280174,19.753295117417398,19.62444156546384,18.644812830035992,19.55716247341576,19.138849024213467,18.55710782032633,18.981252674725052,18.987689618701722,19.618301075191727,16.50728217665457,14.06425260454314,10.344988704732222,15.706655088780435,12.558474067504207,14.123395073536928,13.45056349283971,16.070513908960184,15.16363161685176,11.942128256615137,19.046468637532833,18.381615920689168
A30_02,18.549036760339963,19.0169984711281,19.076868931231775,20.217734485517017,18.679624683368548,13.179621457885709,0.0,13.216858814990552,13.907099589614436,20.833573374207756,21.047957420739852,20.699109274729736,19.37426838469075,20.983360861750494,20.366576143746144,18.974867821858737,19.56977500034101,19.786192809653524,20.62631686965472,19.198982605091512,18.488500326298652,15.48918964499647,17.514153706399973,15.945089608727745,16.882419179972533,15.679861455910919,19.54252953452518,17.416891223786614,16.72552988698679,20.966607431967063,19.90379336609261
A30_03,16.738182999365595,17.21285409233082,17.225004754335046,18.887233277572097,15.546398485840212,7.784642412413386,13.216858814990552,0.0,4.260920174920068,17.180481259168946,20.40644133470926,20.22489516834429,18.749457827221725,20.0227859993081,19.589825414767525,18.559924010336793,19.09775282397044,19.44066619836459,19.794387643849923,17.355380025053115,15.855124132426983,12.20924395294606,15.081897235703336,11.781694600185672,13.22473230803719,14.155106881931703,17.37177059202688,14.66923557705863,13.364230884477726,19.295688802372812,18.179228061350535
A30_04,16.926368493294497,17.19070696994416,17.141765715406482,18.794797378963708,15.482515460115083,8.147300144858644,13.907099589614436,4.260920174920068,0.0,16.983575971141,20.325237546982613,20.25654685188131,18.57621758500967,19.863678509969517,19.544857205946315,18.561355026571427,19.228175387046324,19.53615718777849,19.742247982796673,17.188709375134295,15.726130423817034,11.913320297370696,15.297031948391375,11.7448206998207,13.375636064846917,14.414241002273448,17.200938073361076,14.568198325110835,13.143725925722837,19.292573894716114,18.223945990073947
A32_01,14.471770992708795,16.67459796716772,17.08436870692018,18.62247715072283,19.546582233926493,18.35242588280174,20.833573374207756,17.180481259168946,16.983575971141,0.0,19.197538141275636,19.03610120455882,21.288673796748803,18.74577696847916,19.673370850941193,20.91105953410636,21.473033509089472,19.56399109484371,18.88227410435108,17.67140781065164,19.543643439718302,16.257904728804284,14.970265468637974,16.287079921750188,17.466753900095927,20.23104843702944,16.843905477352923,17.844028991217282,16.936003905146876,18.059675544284637,18.196657078858394
